Query	Hit	E-value	Coverage (%)	Identity (%)
SPAC13D6.03c	AT1G36310.2 	1.61104e-41	62	49
SPAC13D6.05	AT3G10220.1 	1.05086e-21	96	31
SPAC4G9.02	AT2G25100.1 	4.57079e-62	80	46
SPAC4G9.03	AT5G63400.1 	1.80309e-72	94	54
SPAC4G9.08c	AT5G45140.1 	0.0	96	57
SPAC4G9.10	AT1G75330.1 	7.4406e-66	94	39
SPAC4G9.12	AT2G16790.1 	6.62953e-21	89	31
SPAC4G9.13c	AT4G27690.1 	3.05371e-101	99	48
SPAC4G9.14	AT5G43140.1 	2.27505e-14	61	27
SPAC4G9.15	AT1G67730.1 	7.39934e-45	93	32
SPAC4G9.16c	AT1G33140.1 	1.24411e-60	98	51
SPAC4G9.17c	AT1G64880.1 	4.74927e-18	50	28
SPAC4G9.20c	AT5G46800.1 	2.36257e-48	95	37
SPAC13G7.01c	AT2G07050.1 	0.0	88	43
SPAC13G7.02c	AT3G12580.1 	0.0	94	77
SPAC13G7.03	AT1G33980.2 	2.84791e-18	53	33
SPAC13G7.06	AT1G62180.2 	4.43611e-14	87	29
SPAC13G7.08c	AT3G49180.1 	1.31411e-24	70	27
SPAC13G7.12c	AT4G09760.1 	2.45916e-36	74	29
SPAC6C3.04	AT2G44350.2 	0.0	88	59
SPAC6C3.06c	AT1G59820.1 	1.72643e-136	95	33
SPAC6C3.08	AT2G03430.1 	7.19226e-29	88	36
SPAC17G8.02	AT2G36310.1 	7.61816e-34	91	30
SPAC17G8.04c	AT5G65274.1 	2.62099e-07	81	25
SPAC17G8.06c	AT3G23940.1 	0.0	98	61
SPAC17G8.07	AT5G45600.2 	1.28356e-34	94	40
SPAC17G8.08c	AT5G36290.2 	1.79381e-44	88	36
SPAC17G8.13c	AT5G09740.1 	2.88738e-83	66	48
SPAC22H10.03c	AT1G26170.1 	3.14891e-46	94	24
SPAC22H10.04	AT4G26720.1 	3.6168e-135	100	57
SPAC22H10.05c	AT3G04680.2 	6.88077e-65	100	33
SPAC22H10.10	AT1G71440.1 	6.93495e-11	58	26
SPAC22H10.12c	AT2G44100.1 	2.96475e-178	97	56
SPAC15F9.02	AT3G01340.2 	2.43499e-29	94	25
SPAC15F9.03c	AT1G27310.1 	2.67907e-37	97	54
SPAC1B9.03c	AT5G61770.1 	4.72635e-61	80	36
SPAC6B12.04c	AT1G77670.1 	2.95633e-64	91	33
SPAC6B12.09	AT5G47680.1 	8.39732e-48	58	46
SPAC6B12.10c	AT5G41880.1 	3.14637e-98	76	43
SPAC6B12.15	AT3G18130.1 	1.27662e-136	100	60
SPAC19A8.15	AT4G27070.1 	1.42986e-151	55	57
SPAC19A8.14	AT4G32900.2 	1.31883e-19	57	45
SPAC19A8.13	AT3G50670.1 	1.62863e-41	61	44
SPAC19A8.09	AT3G54085.2 	2.98128e-11	98	45
SPAC19A8.08	AT2G39260.1 	9.45569e-80	82	29
SPAC19A8.07c	AT1G63780.1 	2.84426e-90	100	46
SPAC19A8.04	AT2G28860.1 	7.22973e-70	85	31
SPAC19A8.03	AT5G04540.1 	5.8381e-82	80	41
SPAC23H3.02c	AT2G30000.1 	3.75197e-55	89	69
SPAC23H3.05c	AT3G21060.1 	5.69921e-48	91	37
SPAC23H3.07c	AT2G34520.1 	5.31407e-11	83	35
SPAC23H3.08c	AT3G19590.1 	1.00573e-58	88	37
SPAC23H3.09c	AT1G08630.4 	5.74101e-61	84	42
SPAC23H3.10	AT1G21700.1 	1.3074e-48	80	30
SPAC23H3.13c	AT2G26300.1 	1.86455e-65	95	37
SPAC25H1.02	AT5G63080.1 	2.21868e-24	57	31
SPAC25H1.03	AT5G66930.2 	2.61753e-15	91	30
SPAC25H1.04	AT5G24680.1 	2.4266e-12	50	35
SPAC25H1.06	AT5G58230.1 	8.01679e-60	93	33
SPAC25H1.08c	AT1G71840.1 	2.44502e-57	98	29
SPAC4A8.02c	AT1G21065.1 	1.17431e-43	95	53
SPAC4A8.03c	AT4G31750.1 	4.75968e-15	75	27
SPAC4A8.07c	AT4G21540.1 	3.69054e-45	71	33
SPAC4A8.08c	AT1G14610.1 	1.69973e-172	75	41
SPAC4A8.12c	AT5G19680.1 	2.39847e-38	80	36
SPAC4A8.13c	AT3G26340.1 	1.20507e-82	74	59
SPAC4A8.15c	AT2G19760.1 	1.57977e-19	96	39
SPAC4A8.16c	AT3G56150.2 	6.69355e-144	78	39
SPAC823.03	AT5G35980.2 	1.25589e-145	81	51
SPAC823.05c	AT3G05710.1 	9.92151e-28	91	33
SPAC823.07	AT1G16560.3 	6.66531e-45	86	35
SPAC823.08c	AT5G60990.1 	7.15888e-156	87	60
SPAC823.09c	AT4G00590.1 	2.87847e-30	94	33
SPAC823.10c	AT2G35800.1 	1.10985e-17	75	28
SPAC823.11	AT3G58490.1 	2.20549e-21	90	29
SPAC823.12	AT2G05170.1 	5.40537e-51	85	25
SPAC823.15	AT1G10430.1 	1.39442e-179	97	76
SPAC823.16c	AT2G40810.2 	3.21722e-32	69	32
SPAC7D4.10	AT3G42050.1 	5.41006e-35	89	27
SPAC7D4.09c	AT2G16530.1 	9.27609e-07	60	32
SPAC7D4.07c	AT5G39950.1 	6.0086e-25	86	44
SPAC7D4.06c	AT2G47760.2 	1.93291e-59	87	41
SPAC7D4.05	AT5G44730.1 	9.40706e-15	92	28
SPAC4F8.15	AT2G43330.1 	8.18487e-65	77	34
SPAC4F8.14c	AT4G11820.2 	8.69518e-128	98	45
SPAC4F8.12c	AT1G80070.1 	0.0	97	73
SPAC4F8.07c	AT2G19860.1 	1.54573e-71	97	35
SPAC4F8.06	ATMG00980.1 	2.81775e-40	77	52
SPAC4F8.04	AT4G01560.1 	7.3591e-69	99	42
SPAC4F8.03	AT1G43860.1 	1.13161e-52	65	50
SPAC4F8.01	AT2G06530.1 	2.49114e-42	98	42
SPAC644.05c	AT3G46940.1 	4.33186e-64	98	70
SPAC644.08	AT5G53850.2 	1.63516e-41	95	44
SPAC644.09	AT1G11930.2 	1.47803e-55	94	43
SPAC644.11c	AT3G06483.1 	5.09443e-77	60	48
SPAC644.12	AT1G09770.1 	1.53475e-121	99	42
SPAC644.13c	AT4G30260.1 	4.36119e-21	81	33
SPAC644.14c	AT5G20850.1 	9.8726e-169	89	66
SPAC644.15	AT5G24510.1 	8.32549e-17	56	51
SPAC644.17c	AT3G17465.1 	1.17504e-56	80	48
SPAC644.18c	AT5G54750.1 	1.6525e-61	96	52
SPAPB2B4.01c	AT3G58130.2 	4.35768e-46	95	36
SPAPB2B4.02	AT3G15660.2 	4.24338e-31	71	44
SPAPB2B4.03	AT1G20610.1 	2.40154e-50	79	32
SPAPB2B4.04c	AT3G57330.1 	1.46477e-170	72	40
SPAPB2B4.05	AT1G12840.1 	1.5234e-52	97	30
SPAC6F6.03c	AT1G52980.1 	1.09198e-156	81	53
SPAC6F6.04c	AT1G18010.1 	8.17682e-56	78	33
SPAC6F6.05	AT1G32210.1 	2.44803e-13	82	37
SPAC6F6.07c	AT4G00100.1 	3.69647e-84	100	75
SPAC6F6.10c	AT1G30825.1 	6.51521e-34	99	30
SPAC6F6.11c	AT5G37850.2 	4.19942e-62	98	39
SPAC6F6.15	AT5G45130.1 	3.9214e-64	78	63
SPAC1805.02c	AT5G43430.1 	3.32597e-72	96	47
SPAC1805.03c	AT4G01880.1 	4.64983e-35	96	37
SPAC1805.05	AT5G43320.1 	4.91398e-117	66	56
SPAC1805.06c	AT1G69740.2 	1.96111e-59	96	37
SPAC1805.09c	AT1G66520.1 	2.30629e-11	72	27
SPAC1805.11c	AT3G56340.1 	6.4151e-30	69	72
SPAC1805.12c	AT3G52590.1 	3.90034e-83	100	90
SPAC1805.13	AT4G27090.1 	7.01387e-30	83	48
SPAC1805.15c	AT1G70320.1 	2.5217e-80	52	42
SPAC1805.17	AT3G03110.1 	0.0	99	46
SPAC1B2.05	AT2G07690.1 	0.0	99	50
SPAC3F10.03	AT1G29880.1 	0.0	96	47
SPAC3F10.04	AT5G27380.1 	2.16049e-78	99	34
SPAC3F10.06c	AT2G40570.2 	1.8289e-51	59	40
SPAC3F10.09	AT2G36230.1 	8.10517e-84	93	51
SPAC3F10.11c	AT2G34660.2 	0.0	86	37
SPAC3F10.16c	AT2G27200.1 	1.09106e-106	69	42
SPAC8F11.02c	AT2G15910.2 	2.06601e-21	94	48
SPAC8F11.03	AT4G25540.1 	3.29621e-160	86	34
SPAC8F11.04	AT3G58660.1 	6.12994e-26	60	36
SPAC8F11.09c	AT5G01470.3 	2.28767e-08	71	25
SPACUNK4.16c	AT1G16980.1 	7.89651e-97	62	32
SPACUNK4.13c	AT1G30580.1 	2.14632e-108	93	46
SPACUNK4.12c	AT2G41790.1 	0.0	96	37
SPACUNK4.10	AT4G34200.1 	4.17888e-36	69	38
SPACUNK4.08	AT5G24260.1 	6.00167e-37	75	27
SPACUNK4.07c	AT5G23630.1 	0.0	97	40
SPACUNK4.06c	AT5G59180.1 	5.4351e-56	98	49
SPAC513.01c	AT1G56070.1 	0.0	100	64
SPAC513.02	AT1G09932.1 	1.56228e-07	92	29
SPAC513.06c	AT1G34200.1 	2.08956e-11	50	29
SPAC513.07	AT5G19440.1 	1.07275e-34	83	33
SPAC2E1P3.02c	AT1G64780.1 	9.05275e-27	72	28
SPAC2E1P3.04	AT2G42490.1 	2.56751e-108	80	38
SPAPB24D3.02c	AT2G01170.1 	1.00543e-34	90	25
SPAPB24D3.03	AT4G08900.1 	4.29377e-22	74	28
SPAPB24D3.04c	AT3G50880.1 	2.32432e-35	71	38
SPAPB24D3.06c	AT5G19050.1 	1.4232e-20	68	34
SPAPB24D3.08c	AT5G16990.1 	4.44163e-89	100	46
SPAPB24D3.09c	AT2G29940.1 	1.00071e-74	89	25
SPAPB24D3.10c	AT1G68560.1 	6.13453e-160	92	35
SPAPB1A11.02	AT5G23530.1 	1.45894e-16	68	29
SPAPB1A11.03	AT3G14150.2 	3.8976e-62	91	35
SPAC31G5.01	AT2G18510.1 	5.64659e-75	54	58
SPAC31G5.03	AT4G30800.1 	8.31878e-62	89	66
SPAC31G5.04	AT5G03290.1 	6.32434e-67	98	37
SPAC31G5.05c	AT3G01850.2 	3.6488e-73	97	56
SPAC31G5.09c	AT4G11330.1 	1.38915e-115	82	57
SPAC31G5.12c	AT5G13240.1 	3.22718e-24	79	31
SPAC31G5.13	AT5G23540.1 	8.80124e-148	100	71
SPAC31G5.14	AT1G11860.3 	8.51035e-118	95	47
SPAC31G5.16c	AT1G20575.1 	2.90498e-108	98	65
SPAC31G5.17c	AT4G25740.2 	3.04362e-34	95	43
SPAC1786.01c	AT3G57140.2 	7.85175e-57	76	32
SPAC24C9.03	AT3G54250.1 	1.04922e-97	98	48
SPAC24C9.06c	AT4G26970.1 	6.58095e-50	78	36
SPAC24C9.09	AT5G26830.1 	2.05994e-129	89	45
SPAC24C9.10c	ATCG00160.1 	7.17627e-25	61	38
SPAC24C9.11	AT5G17930.1 	9.8545e-47	58	30
SPAC24C9.12c	AT5G26780.1 	0.0	96	63
SPAC24C9.14	AT1G50670.1 	1.47597e-45	59	42
SPAC16A10.04	AT3G51300.1 	1.10451e-51	82	48
SPAC16A10.06c	AT3G15150.1 	1.56443e-09	70	27
SPAC589.07c	AT3G56440.1 	2.69205e-44	94	35
SPAC589.09	AT1G01630.1 	4.06555e-14	61	26
SPAC589.10c	AT2G47110.2 	1.75881e-62	96	86
SPAC589.11	AT1G62850.3 	1.776e-12	72	39
SPAC688.03c	AT2G38710.2 	1.28e-34	95	38
SPAC688.04c	AT2G30870.1 	4.6668e-07	83	28
SPAC688.09	AT5G66380.1 	1.42257e-39	85	32
SPAC688.10	AT1G67500.1 	1.38339e-174	57	39
SPAC688.13	AT3G03500.1 	2.14842e-16	85	26
SPAC688.14	AT3G56570.1 	1.74201e-12	68	26
SPAC3G9.16c	AT1G51160.2 	1.61079e-21	96	35
SPAC3G9.15c	AT5G30495.1 	1.58776e-27	50	43
SPAC3G9.13c	AT2G25840.1 	5.08095e-62	89	37
SPAC3G9.11c	AT5G01330.1 	4.87702e-76	88	33
SPAC3G9.10c	AT3G61620.2 	3.35502e-51	95	40
SPAC3G9.09c	AT2G40290.1 	1.77773e-91	94	57
SPAC3G9.07c	AT3G44680.1 	1.28896e-158	92	51
SPAC3G9.06	AT4G39280.1 	6.88202e-153	91	52
SPAC3G9.04	AT1G73820.1 	2.87069e-60	95	44
SPAC3G9.03	AT3G04400.1 	2.05888e-78	98	77
SPAC3G9.02	AT2G29360.1 	2.04093e-22	91	31
SPAC1486.01	AT3G10920.1 	6.97844e-70	96	55
SPAC1486.02c	AT3G56740.1 	3.65843e-08	63	23
SPAC1486.03c	AT2G42330.2 	7.0542e-47	80	26
SPAC1486.07c	AT4G35490.1 	3.94754e-45	93	51
SPAC6G10.03c	AT4G24160.1 	1.90989e-44	77	31
SPAC6G10.04c	AT1G47250.1 	1.42294e-83	86	50
SPAC6G10.06	AT5G67290.1 	1.53724e-10	81	22
SPAC6G10.07	AT2G13540.1 	2.85498e-33	79	25
SPAC6G10.08	AT5G14590.1 	0.0	93	65
SPAC6G10.09	AT1G67490.1 	5.50267e-108	95	34
SPAC6G10.11c	AT2G47110.2 	1.68346e-62	96	86
SPAC6G9.05	AT1G28960.2 	2.99654e-09	55	32
SPAC6G9.07c	AT4G14147.1 	3.99801e-69	100	56
SPAC6G9.08	AT3G21280.1 	1.98984e-94	99	40
SPAC6G9.09c	AT3G53020.1 	8.25914e-29	67	48
SPAC6G9.11	AT2G33120.2 	1.74409e-14	54	42
SPAPB1E7.02c	AT3G42660.1 	1.40197e-52	93	27
SPAPB1E7.07	AT5G53460.3 	0.0	97	56
SPAPB1E7.08c	AT3G13050.1 	4.4901e-21	87	24
SPAPB1E7.12	AT5G10360.1 	1.44565e-76	89	61
SPAC2E1P5.01c	AT1G30000.1 	3.21528e-113	89	45
SPAC2E1P5.04c	AT2G39550.1 	3.03629e-36	92	32
SPAC2E1P5.05	AT4G21130.1 	1.98087e-60	86	31
SPAC26A3.02	AT4G12740.1 	8.43737e-55	82	34
SPAC26A3.04	AT1G29965.1 	4.62935e-54	98	49
SPAC26A3.05	AT3G08530.1 	0.0	97	50
SPAC26A3.06	AT5G57280.1 	8.42276e-82	99	49
SPAC26A3.07c	AT2G42740.1 	3.77847e-93	98	72
SPAC26A3.08	AT5G44500.2 	9.53443e-36	83	51
SPAC26A3.11	AT5G12040.1 	7.11692e-105	84	54
SPAC26A3.16	AT2G17190.1 	2.96332e-17	57	29
SPAC26A3.17c	AT5G65860.2 	7.68827e-54	91	33
SPAC8E11.10	AT2G29150.1 	8.39238e-29	76	36
SPAC8E11.07c	AT2G30410.2 	1.89961e-07	94	30
SPAC8E11.04c	AT4G22300.1 	2.50163e-30	86	33
SPAC8E11.03c	AT3G22880.1 	1.42419e-113	94	56
SPAC8E11.02c	AT1G26480.1 	2.46141e-131	96	70
SPAC8E11.01c	AT2G36190.1 	1.27316e-21	60	31
SPAC959.02	AT3G56190.1 	1.13802e-53	90	39
SPAC959.03c	AT3G10530.1 	3.37403e-108	80	43
SPAC959.07	AT5G58420.1 	1.32917e-129	100	66
SPAC959.08	AT1G09690.1 	3.64306e-49	98	51
SPAP32A8.02	AT2G21260.1 	3.26376e-47	93	36
SPAC3H5.12c	AT5G39740.2 	1.91744e-96	97	51
SPAC3H5.11	AT1G21640.1 	1.1522e-59	79	36
SPAC3H5.10	AT4G18100.1 	1.11401e-47	96	59
SPAC3H5.07	AT2G44120.2 	3.24828e-83	95	56
SPAC3H5.06c	AT5G67100.1 	0.0	74	40
SPAC3H5.05c	AT3G11510.1 	5.8601e-42	89	79
SPAC3A11.14c	AT5G54670.1 	8.10329e-107	75	38
SPAC3A11.13	AT1G29990.1 	5.34108e-13	53	49
SPAC3A11.12c	AT3G05530.1 	0.0	93	69
SPAC3A11.11c	AT1G60680.1 	4.22363e-27	89	30
SPAC3A11.08	AT5G46210.1 	1.49196e-118	91	33
SPAC3A11.07	AT2G29990.1 	5.56285e-79	84	36
SPAC328.02	AT1G05890.1 	3.96696e-76	88	33
SPAC328.03	AT1G78580.1 	4.54812e-146	90	51
SPAC328.09	AT5G01340.1 	3.28087e-35	97	33
SPAC328.10c	AT2G37270.2 	1.94164e-102	100	71
SPAC16E8.02	AT1G18720.1 	5.65232e-27	74	39
SPAC16E8.03	AT5G15770.1 	2.77548e-21	92	41
SPAC16E8.04c	AT1G69370.1 	7.62622e-61	98	44
SPAC16E8.07c	AT2G21410.1 	0.0	99	37
SPAC16E8.10c	ATCG00900.1 	1.68074e-17	54	31
SPAC16E8.13	AT2G26000.2 	1.26789e-75	75	36
SPAC16E8.14c	AT5G44450.1 	2.07674e-55	96	42
SPAC16E8.15	AT5G35620.1 	1.77844e-34	77	37
SPAC16E8.16	AT3G10330.1 	7.31889e-62	91	39
SPAC16E8.17c	AT5G08300.1 	1.79657e-115	87	64
SPAC1B1.03c	AT5G53480.1 	3.96e-175	99	39
SPAC17A2.02c	AT4G10360.2 	9.77985e-11	58	28
SPAC17A2.03c	AT3G28715.1 	1.72231e-124	97	51
SPAC17A2.04c	AT1G04130.1 	5.79984e-23	70	32
SPAC17A2.05	AT2G18450.1 	3.64652e-20	54	30
SPAC17A2.12	AT1G11100.1 	6.29146e-99	75	37
SPAC17A2.13c	AT1G26480.1 	2.52078e-126	85	73
SPAC17G6.04c	AT5G40280.1 	2.12885e-53	76	43
SPAC17G6.05c	AT1G15130.1 	7.51109e-20	96	23
SPAC17G6.06	AT5G28060.1 	1.93274e-40	70	64
SPAC17G6.10	AT1G21700.1 	5.0569e-34	66	31
SPAC17G6.12	AT1G26830.1 	1.02417e-93	84	32
SPAC17G6.14c	AT5G11170.1 	0.0	93	73
SPAC17G6.16c	AT1G61010.3 	0.0	89	44
SPAC1142.02c	AT4G08320.1 	5.54185e-17	65	30
SPAC1142.04	AT2G18220.1 	4.3653e-56	75	26
SPAC1142.06	AT1G01910.4 	8.90788e-113	99	53
SPAC8C9.03	AT2G20050.2 	8.78026e-12	76	27
SPAC8C9.05	AT4G18460.1 	1.43445e-34	100	42
SPAC8C9.08	AT3G11940.2 	5.72878e-101	91	73
SPAC8C9.11	AT5G09830.1 	1.7378e-23	92	50
SPAC8C9.12c	AT1G07030.1 	4.02467e-52	95	38
SPAC8C9.15c	AT2G34970.1 	1.1104e-128	96	35
SPAC8C9.16c	AT2G05590.2 	3.34575e-14	95	30
SPAC15A10.01	AT5G58270.1 	0.0	85	52
SPAC15A10.03c	AT3G19210.1 	1.46591e-164	65	48
SPAC15A10.04c	AT5G37340.3 	6.20434e-110	95	43
SPAC15A10.05c	AT5G49970.1 	2.16445e-65	97	48
SPAC15A10.06	AT1G79610.1 	1.10672e-49	82	34
SPAC15A10.12c	AT2G20930.1 	1.13018e-14	96	28
SPAC15A10.13	AT2G40730.1 	1.98981e-44	83	27
SPAC15E1.03	AT4G14320.1 	6.18577e-52	98	73
SPAC15E1.05c	AT2G38670.1 	9.431e-49	72	37
SPAC15E1.06	AT3G47810.3 	5.87389e-59	99	45
SPAC15E1.08	AT5G13780.1 	1.00578e-63	84	61
SPAC15E1.09	AT5G63030.1 	3.02518e-20	80	38
SPAP7G5.02c	AT1G63660.1 	3.4901e-179	96	51
SPAP7G5.05	AT1G66580.1 	1.43498e-100	94	66
SPAC1556.02c	AT5G66760.1 	0.0	96	69
SPAC1556.03	AT5G66720.2 	9.88457e-37	84	36
SPAC1556.04c	AT4G29610.1 	1.86531e-09	96	31
SPAC1556.07	AT2G45790.1 	1.7296e-112	95	62
SPAC1556.08c	AT1G09020.1 	8.19369e-26	90	28
SPAC1F12.02c	AT3G16640.1 	8.00702e-22	97	40
SPAC1F12.06c	AT4G31150.1 	2.74816e-34	94	38
SPAC1F12.07	AT4G35630.1 	4.02673e-92	99	38
SPAC1F12.08	AT2G18250.1 	3.45281e-25	53	33
SPAC1F12.09	AT3G07180.1 	6.58423e-16	80	28
SPAC1F12.10c	AT5G09680.2 	3.07369e-24	72	39
SPAC4H3.01	AT2G21510.1 	1.77533e-34	89	31
SPAC4H3.04c	AT2G25280.1 	4.49293e-71	96	39
SPAC4H3.07c	AT5G66170.3 	2.98135e-10	88	30
SPAC4H3.08	AT1G54870.1 	1.06007e-80	95	47
SPAC4H3.09	AT1G65290.1 	2.7832e-25	66	58
SPAC4H3.10c	AT4G26390.1 	2.22503e-129	91	43
SPAC1071.05	AT4G14000.1 	1.88362e-19	59	36
SPAC1071.06	AT3G60830.1 	2.81574e-19	78	23
SPAC1071.07c	AT5G09500.1 	8.94154e-65	96	67
SPAC1071.09c	AT3G12170.1 	2.06831e-22	57	36
SPAC1071.08	AT2G27710.4 	8.67733e-21	60	56
SPAC1071.10c	AT4G30190.1 	3.20117e-143	89	40
SPAC1071.12c	AT3G44620.1 	1.04568e-36	99	46
SPAC926.03	AT5G37780.1 	1.86022e-21	72	37
SPAC926.04c	AT5G52640.1 	0.0	61	65
SPAC926.07c	AT4G15930.1 	1.08758e-38	98	66
SPAC926.08c	AT3G23620.1 	4.62708e-53	89	38
SPAC323.01c	AT1G21640.2 	9.93467e-43	65	35
SPAC323.02c	AT1G53850.2 	6.95236e-120	97	67
SPAC323.05c	AT3G13440.1 	4.45697e-24	94	34
SPAC323.06c	AT2G32410.1 	4.09886e-93	98	32
SPAC323.07c	AT2G34360.1 	2.01731e-71	83	32
SPAC2F3.17c	AT2G43810.2 	1.27288e-31	92	65
SPAC2F3.02	AT2G42810.2 	4.72075e-09	53	33
SPAC2F3.05c	AT2G37770.2 	7.37262e-54	94	40
SPAC2F3.06c	AT2G16950.2 	1.47197e-180	97	37
SPAC2F3.08	AT1G66570.2 	1.83188e-26	55	29
SPAC2F3.09	AT5G04620.2 	5.64612e-41	62	33
SPAC2F3.15	AT5G64960.1 	9.28888e-97	53	48
SPAC2F3.16	AT3G18290.1 	4.80886e-65	70	39
SPAC11G7.03	AT4G35650.1 	6.61881e-115	99	50
SPAC11G7.04	AT3G52590.1 	3.90034e-83	100	90
SPAC11G7.05c	AT2G30200.1 	3.94226e-18	96	29
SPAPB18E9.01	AT4G27340.1 	1.89315e-76	78	41
SPAC27E2.03c	AT1G30580.1 	1.23173e-136	98	51
SPAC27E2.05	AT2G42120.2 	7.6998e-54	90	31
SPAC27E2.06c	AT3G55400.1 	4.96099e-89	90	35
SPAC27E2.10c	AT1G77470.1 	1.52552e-112	95	50
SPAPJ698.02c	AT1G72370.2 	7.67937e-86	71	58
SPAPJ698.03c	AT3G55200.1 	0.0	99	43
SPAC19G12.05	AT5G01340.1 	1.05555e-28	85	33
SPAC19G12.06c	AT1G51060.1 	2.3796e-45	85	78
SPAC19G12.07c	AT2G16940.1 	4.03623e-58	60	38
SPAC19G12.08	AT4G20870.1 	1.64601e-42	64	40
SPAC19G12.09	AT2G21260.1 	6.91538e-43	92	38
SPAC19G12.17	AT5G10810.1 	3.79053e-12	97	30
SPAC19G12.11	AT1G19140.1 	1.57422e-19	79	28
SPAC19G12.14	AT3G07960.1 	1.68582e-65	54	36
SPAC19G12.15c	AT1G60140.1 	6.39659e-115	80	35
SPAC23A1.02c	AT1G53710.2 	9.9524e-17	57	31
SPAC23A1.03	AT4G22570.1 	1.67837e-48	93	45
SPAC23A1.04c	AT5G43710.1 	8.60892e-98	60	41
SPAC23A1.06c	AT1G61950.1 	1.88502e-44	57	34
SPAC23A1.08c	AT1G69620.1 	1.63363e-29	83	55
SPAC23A1.09	AT1G51510.1 	9.66761e-31	72	56
SPAC23A1.10	AT5G60390.3 	0.0	95	75
SPAC23A1.11	AT3G24830.1 	6.38655e-60	83	58
SPAC23A1.12c	AT1G72550.1 	5.55837e-178	99	45
SPAC23A1.14c	AT3G57050.2 	1.5299e-38	98	32
SPAC23A1.19c	AT5G08110.1 	1.62936e-118	73	33
SPAC26H5.02c	AT1G24290.1 	5.59395e-116	79	47
SPAC26H5.03	AT5G64630.1 	1.63931e-67	88	32
SPAC26H5.04	AT1G51350.1 	5.36682e-19	68	24
SPAC26H5.07c	AT2G01070.1 	1.0322e-11	87	23
SPAC26H5.09c	AT3G20790.1 	6.68233e-09	50	29
SPAC26H5.10c	AT1G13950.1 	8.02607e-62	97	57
SPAC26H5.12	AT5G15700.1 	9.89355e-169	63	40
SPAC25B8.01	AT5G52240.1 	4.38438e-22	96	39
SPAC25B8.05	AT1G34150.1 	4.84721e-68	78	40
SPAC25B8.06c	AT1G11870.1 	2.55428e-88	92	38
SPAC25B8.09	AT2G41380.1 	1.65039e-09	51	33
SPAC25B8.10	AT2G41380.1 	1.67155e-08	72	29
SPAC25B8.12c	AT2G25870.1 	3.20259e-10	89	28
SPAC25B8.15c	AT4G04670.1 	1.02595e-34	83	40
SPAC25B8.17	AT2G03120.1 	1.65696e-42	95	37
SPAC694.04c	AT5G41970.1 	2.96273e-100	96	48
SPAC694.05c	AT4G39200.2 	4.17119e-19	70	55
SPAC1F7.01c	AT1G63210.1 	7.28545e-98	80	29
SPAC1F7.02c	AT3G18600.1 	0.0	79	60
SPAC1F7.04	AT5G45970.1 	6.34207e-60	89	49
SPAC1F7.05	AT2G21790.1 	0.0	100	65
SPAC1F7.08	AT4G39830.1 	3.95654e-49	80	31
SPAC1F7.12	AT1G60680.1 	9.18223e-88	95	45
SPAC1F7.13c	AT4G36130.1 	3.14475e-108	92	64
SPAC21E11.05c	AT5G67530.1 	4.31016e-66	55	46
SPAC21E11.06	AT2G44070.1 	2.73435e-87	69	45
SPAC21E11.07	AT4G12130.1 	8.73556e-26	90	33
SPAC21E11.08	AT5G23670.2 	1.10193e-153	74	48
SPAC2C4.03c	AT3G62840.1 	6.42729e-44	94	62
SPAC2C4.05	AT4G12090.1 	1.57051e-12	78	32
SPAC2C4.06c	AT5G26180.2 	7.01951e-59	89	36
SPAC2C4.07c	AT1G77680.1 	8.83277e-109	75	36
SPAC2C4.11c	AT3G13230.1 	3.44011e-69	91	51
SPAC2C4.12c	AT2G45330.1 	8.48121e-37	50	39
SPAC2C4.13	AT4G32530.1 	4.20215e-31	73	49
SPAC2C4.14c	AT1G53165.2 	1.82077e-84	91	49
SPAC2C4.15c	AT1G14570.1 	2.37561e-40	98	31
SPAC2C4.16c	AT5G59240.1 	6.81701e-83	96	62
SPAC25G10.05c	AT1G09795.1 	3.41987e-20	83	32
SPAC25G10.06	AT5G03850.1 	4.0037e-15	79	66
SPAC25G10.08	AT5G25780.1 	8.92922e-134	88	38
SPAC27F1.03c	AT4G17510.1 	3.7113e-33	98	37
SPAC27F1.04c	AT1G61000.1 	2.26218e-08	61	24
SPAC27F1.05c	AT5G46180.1 	5.02727e-45	81	30
SPAC27F1.07	AT1G76400.1 	6.75744e-35	88	27
SPAC27F1.08	AT1G15960.1 	1.62302e-50	86	36
SPAC27F1.09c	AT5G64270.1 	0.0	76	69
SPAC23D3.02	AT1G21690.1 	8.66449e-111	94	50
SPAC23D3.04c	AT5G40610.1 	2.30306e-98	92	46
SPAC23D3.07	AT5G40580.2 	7.89606e-95	92	56
SPAC23D3.09	AT1G18450.1 	1.71242e-76	99	33
SPAC23D3.10c	AT1G18310.1 	4.55956e-33	69	26
SPAC23D3.11	AT5G10050.1 	1.59313e-35	80	38
SPAC23D3.12	AT2G32830.1 	6.1614e-66	89	37
SPAC1527.02	AT4G26550.1 	3.99402e-11	97	29
SPAC30.01c	AT3G60860.1 	0.0	80	32
SPAC30.02c	AT1G13870.1 	3.37311e-39	98	35
SPAC30.03c	AT2G37020.1 	5.92902e-22	69	34
SPAC30.04c	AT1G30420.1 	2.35747e-156	83	33
SPAC29E6.01	AT3G49660.1 	1.43563e-32	56	33
SPAC29E6.02	AT1G28060.1 	7.55026e-44	69	34
SPAC29E6.05c	AT5G61640.1 	5.13202e-48	88	47
